title,creation_date,medium,department,item_width,item_height,item_depth,classification,full_name,nationality,img_url,value
Of War,"1942, reworked 1960",oil and tempera on Masonite,Fine Arts,36.0,54.0,1.75,paintings,Carl Robert Holty,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13817/1021227.jpg,1
Dance,,screenprint on paper,Contemporary Art,22.0,28.0,0.0,prints,Russell Gould Twiggs,American,https://cmoa-collection-images.s3.amazonaws.com/thing/103528/1021229_Cropped_detail.jpg,1
Long Neck Point from Contentment Island,c. 1870-1872,oil on canvas,Fine Arts,24.375,15.375,3.75,paintings,John Frederick Kensett,American,https://cmoa-collection-images.s3.amazonaws.com/thing/125061/1021230-image.jpg,1
Untitled,1955,color lithograph,Contemporary Art,22.0,28.0,0.0,prints,Toti Scialoja,Italian,https://cmoa-collection-images.s3.amazonaws.com/thing/112973/1021232.jpg,1
Stockbridge Church,1935,oil on canvas,Fine Arts,45.063,54.125,2.25,paintings,George L. K. Morris,American,https://cmoa-collection-images.s3.amazonaws.com/thing/0385/1021233.jpg,1
Bench,c. 1830,painted pine and cherry with later shellac,Decorative Arts and Design,79.5,37.0,25.0,Wood,"unknown American, PA, Economy",American,https://cmoa-collection-images.s3.amazonaws.com/thing/96705/1021234-2.jpg,1
Bowl,c. 1900,glazed earthenware,Decorative Arts and Design,0.0,2.75,0.0,Ceramics,George E. Ohr,American,https://cmoa-collection-images.s3.amazonaws.com/thing/1374/CMA-80-54.jpg,1
The Rainstorm Beneath the Summit,c. 1829-1833,woodblock print on paper,Fine Arts,22.0,16.0,0.0,prints,Katsushika Hokusai,Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/80186/1021236.jpg,1
Totsuka,c. 1833-1834,color woodblock print (oban),Fine Arts,14.063,9.063,0.0,prints,Hiroshige Andō|Magohachi Takenouchi,Japanese|Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/98965/1021238.jpg,1
Mariko,c. 1833-1834,woodblock print on paper,Fine Arts,13.938,8.938,0.0,prints,Hiroshige Andō,Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/98966/1021239.jpg,1
Okabe,c. 1833-1834,woodblock print on paper,Fine Arts,14.0,8.875,0.0,prints,Hiroshige Andō,Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/98967/1021240.jpg,1
Fujieda,c. 1833-1834,woodblock print on paper,Fine Arts,14.063,9.125,0.0,prints,Hiroshige Andō,Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/98968/1021241.jpg,1
Hamamatsu,c. 1833-1834,woodblock print on paper,Fine Arts,13.813,8.875,0.0,prints,Hiroshige Andō,Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/99122/1021243.jpg,1
"Lower East Side, First Avenue, No. 21",1979,pen and colored inks on paper,Contemporary Art,16.0,18.0,0.0,drawings and watercolors,Michael Clark,American,https://cmoa-collection-images.s3.amazonaws.com/thing/103527/1021254_cropped.jpg,1
Male figure,c. 1830,"painted and gessoed wood, terracotta, tow, rope, silk, glass  eyes",Decorative Arts and Design,5.0,9.0,4.0,crèches,"unknown Italian, Naples",Italian,https://cmoa-collection-images.s3.amazonaws.com/thing/44859/1021264-5.jpg,1
Male figure,c. 1830,"painted and gessoed wood, terracotta, tow, rope, silk, glass  eyes",Decorative Arts and Design,7.0,10.125,2.5,crèches,"unknown Italian, Naples",Italian,https://cmoa-collection-images.s3.amazonaws.com/thing/44859/1021264-5.jpg,1
The Mother of God Vladimirskaya,19th century in the style of 16th century,tempera and gilt on gesso on wood panel,Fine Arts,24.75,34.0,1.0,paintings,unknown Russian,Russian,https://cmoa-collection-images.s3.amazonaws.com/thing/104164/1021267r2_72B.jpg,1
Triptych: Glorification of the Mother of God,16th century,tempera and gold leaf on panel,Fine Arts,27.75,17.25,1.25,paintings,unknown Russian,Russian,https://cmoa-collection-images.s3.amazonaws.com/thing/94646/1021268.jpg,1
A Point Equidistant from Three Points...,1974,ink and pencil,Contemporary Art,23.875,23.875,1.25,drawings and watercolors,Sol LeWitt,American,https://cmoa-collection-images.s3.amazonaws.com/thing/128278/1021271.jpg,1
New York Scene,1964,oil on Masonite,Contemporary Art,55.0,43.0,1.75,paintings,Richard Estes,American,https://cmoa-collection-images.s3.amazonaws.com/thing/171426/1021273.jpg,1
Female Nude,1945,white gouache on black paper,Fine Arts,16.0,22.0,0.0,drawings and watercolors,Paul Cadmus,American,https://cmoa-collection-images.s3.amazonaws.com/thing/89409/1021276.jpg,1
Ruf des Todes (Call of Death),c. 1934,lithograph on paper,Fine Arts,22.0,28.0,0.0,prints,Käthe Kollwitz,German,https://cmoa-collection-images.s3.amazonaws.com/thing/107934/1021277.jpg,1
Peasant War: The Plowmen,1906,etching and aquatint,Fine Arts,28.0,22.0,0.0,prints,Käthe Kollwitz,German,https://cmoa-collection-images.s3.amazonaws.com/thing/107935/1021278.jpg,1
Still Life with Chelsea Buns,1943,oil on plywood,Fine Arts,26.0,22.0,2.25,paintings,Lucian Freud,British,https://cmoa-collection-images.s3.amazonaws.com/thing/207323/1021287.jpg,1
Pennsylvania Coal Country,1927,oil on canvas,Fine Arts,32.75,26.625,1.25,paintings,Molly Luce,American,https://cmoa-collection-images.s3.amazonaws.com/thing/21475/1021290.jpg,1
Les Mains,1967,etching and aquatint,Contemporary Art,19.25,14.25,0.0,prints,Hans Bellmer,German,https://cmoa-collection-images.s3.amazonaws.com/thing/107584/1021299_image.jpg,1
Burning Through,1970,acrylic on canvas,Contemporary Art,47.625,47.625,0.5,paintings,Julian Stanczak,American,https://cmoa-collection-images.s3.amazonaws.com/thing/29456/1021302.jpg,1
Circe II,1979,lithograph on paper,Contemporary Art,21.875,29.75,0.0,prints,Will Barnet,American,https://cmoa-collection-images.s3.amazonaws.com/thing/114338/1021305.jpg,1
City Scene I,1979,lithograph on paper,Contemporary Art,21.125,28.25,0.0,prints,Lester F. Johnson,American,https://cmoa-collection-images.s3.amazonaws.com/thing/114339/1021307.jpg,1
John,1979,lithograph on paper,Contemporary Art,21.375,27.625,0.0,prints,Alice Neel,American,https://cmoa-collection-images.s3.amazonaws.com/thing/114340/1021308.jpg,1
"Silk Stockings and Candlelit Cafes from (American Portfolio, 1979)",1980,lithograph on paper,Contemporary Art,21.125,28.625,0.0,prints,Sharon E. Sutton,American,https://cmoa-collection-images.s3.amazonaws.com/thing/114335/1021310.jpg,1
Manet's Olympia,1974,collotype on paper,Contemporary Art,26.5,20.125,0.0,prints,Mel Ramos,American,https://cmoa-collection-images.s3.amazonaws.com/thing/114349/1021311.jpg,1
Touche Boucher,1974,collotype on paper,Contemporary Art,26.5,20.125,0.0,prints,Mel Ramos,American,https://cmoa-collection-images.s3.amazonaws.com/thing/114348/1021312.jpg,1
Navajo Nudo,1974,collotype on paper,Contemporary Art,26.5,20.125,0.0,prints,Mel Ramos,American,https://cmoa-collection-images.s3.amazonaws.com/thing/114347/1021313.jpg,1
You Get More Salami with Modigliani,1974,collotype on paper,Contemporary Art,26.5,20.125,0.0,prints,Mel Ramos,American,https://cmoa-collection-images.s3.amazonaws.com/thing/114346/1021314.jpg,1
Selbstbild Als Sau (Self-Portrait as Sow),1974,acrylic on board,Contemporary Art,29.062,20.875,1.5,paintings,Dieter Roth,Swiss,https://cmoa-collection-images.s3.amazonaws.com/thing/163548/1021316.jpg,1
Origins,1979,acrylic on canvas,Contemporary Art,23.125,14.375,1.625,paintings,Charles Seliger,American,https://cmoa-collection-images.s3.amazonaws.com/thing/24900/1021318.jpg,1
Mr. Welfare,1969,acrylic on canvas,Contemporary Art,115.0,93.375,1.25,paintings,Peter Saul,American,https://cmoa-collection-images.s3.amazonaws.com/thing/101357/1021319_9168.jpg,1
View from 40 Wall Street,1980,gelatin silver print,Photography,10.875,14.0,0.0,photographs,Harry Wilks,American,https://cmoa-collection-images.s3.amazonaws.com/thing/112766/1021321.jpg,1
Madison Avenue and 40th Street,1979,gelatin silver print,Photography,10.875,14.0,0.0,photographs,Harry Wilks,American,https://cmoa-collection-images.s3.amazonaws.com/thing/112765/1021322.jpg,1
Saeltsomt Sammensat,1969-1974,oil on canvas,Contemporary Art,64.25,39.75,1.375,paintings,Mogens Balle,Danish,https://cmoa-collection-images.s3.amazonaws.com/thing/195722/1021325.jpg,1
The Cavalier,19th-early 20th century,oil on panel,Fine Arts,27.875,39.25,3.25,paintings,Ferdinand Roybet,French,https://cmoa-collection-images.s3.amazonaws.com/thing/21464/1021326.jpg,1
The Camera Never Lies (Book with 17 Color Photographs),1979,book with chromogenic prints,Contemporary Art,10.0,13.0,1.5,books,Michael Peel,British,https://cmoa-collection-images.s3.amazonaws.com/thing/112703/1021328-1.jpg,1
Head of Zeus,1979,engraving,Contemporary Art,11.0,15.5,0.0,prints,Stanley William Hayter,British,https://cmoa-collection-images.s3.amazonaws.com/thing/113212/1021420-image.jpg,1
Salt Wave,1979,engraving,Contemporary Art,11.125,15.438,0.0,prints,Stanley William Hayter,British,https://cmoa-collection-images.s3.amazonaws.com/thing/113213/1021421.jpg,1
Land Rise,1979,engraving,Contemporary Art,11.188,15.375,0.0,prints,Stanley William Hayter,British,https://cmoa-collection-images.s3.amazonaws.com/thing/113214/1021422.jpg,1
Skaean Gates,1979,engraving,Contemporary Art,11.0,15.563,0.0,prints,Stanley William Hayter,British,https://cmoa-collection-images.s3.amazonaws.com/thing/113215/1021423.jpg,1
Echoes of War,1979,engraving,Contemporary Art,11.125,15.375,0.0,prints,Stanley William Hayter,British,https://cmoa-collection-images.s3.amazonaws.com/thing/113216/1021424.jpg,1
Story,1979,engraving,Contemporary Art,22.375,15.438,0.0,prints,Stanley William Hayter,British,https://cmoa-collection-images.s3.amazonaws.com/thing/113217/1021425.jpg,1
Death of Hektor,1979,engraving,Contemporary Art,11.25,15.5,0.0,prints,Stanley William Hayter,British,https://cmoa-collection-images.s3.amazonaws.com/thing/113218/1021426.jpg,1
Astyanax,1979,engraving,Contemporary Art,11.0,15.313,0.0,prints,Stanley William Hayter,British,https://cmoa-collection-images.s3.amazonaws.com/thing/113219/1021427.jpg,1
Fall of Troy,1979,engraving,Contemporary Art,11.063,15.5,0.0,prints,Stanley William Hayter,British,https://cmoa-collection-images.s3.amazonaws.com/thing/113220/1021428.jpg,1
Deer in a Pine Forest (Vosges) (Biches dans une forêt de sapins [Vosges]),c. 1865,oil on canvas,Fine Arts,51.375,76.875,5.25,paintings,Gustave Doré,French,https://cmoa-collection-images.s3.amazonaws.com/thing/210608/1021479.jpg,1
Compote,1835-1870,glass,Decorative Arts and Design,0.0,10.75,0.0,Glass,"unknown American, PA, Pittsburgh",American,https://cmoa-collection-images.s3.amazonaws.com/thing/2564/CMA-81-10-14.jpg,1
Pitcher,19th century,glazed redware,Decorative Arts and Design,3.438,4.125,2.562,Ceramics,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/3481/CMA-81-10-15.jpg,1
Flask,c. 1845-1850,aqua pressed glass,Decorative Arts and Design,4.625,7.5,1.75,containers,Dyottville Glassworks,American,https://cmoa-collection-images.s3.amazonaws.com/thing/0054/CMA-81-10-16.jpg,1
Flask,1830-1850,amber pressed glass,Decorative Arts and Design,3.875,5.375,1.375,containers,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/0055/CMA-81-10-17.jpg,1
Flask,c. 1860-1880,aqua pressed glass,Decorative Arts and Design,4.0,7.75,1.5,containers,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/0056/CMA-81-10-18.jpg,1
"Sampler, Framed",19th century,"linen background, wool thread, cherry frame",Decorative Arts and Design,16.375,25.0,0.0,Textiles,Mary Martin,American,https://cmoa-collection-images.s3.amazonaws.com/thing/6491/CMA-81-10-20.jpg,1
Eagle,19th-20th century,wood,Decorative Arts and Design,9.25,10.75,6.125,Wood,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/4670/CMA-81-10-26.jpg,1
Table,c. 1810,"walnut with inlay, brass knobs",Decorative Arts and Design,21.5,29.5,16.5,furniture,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/54173/1021506.jpg,1
Chest of drawers,c. 1810,"cherry and tulilp poplar with inlay of maple and walnut, and brass",Decorative Arts and Design,37.5,44.125,21.5,Wood,"unknown American, PA, Western",American,https://cmoa-collection-images.s3.amazonaws.com/thing/96710/1021507-2.jpg,1
"Map, State of Pennsylvania",1810,paper mounted on linen,Fine Arts,22.688,35.375,0.0,drawings and watercolors,Kimber-Conrad-Johnson-Warner Publishing,American,https://cmoa-collection-images.s3.amazonaws.com/thing/135659/1021509.jpg,1
Side chair,c. 1790,painted poplar,Decorative Arts and Design,16.25,35.0,15.5,furniture,Andrew McIntire,American,https://cmoa-collection-images.s3.amazonaws.com/thing/26787/1021510.jpg,1
Sampler,1827,"cotton, wool and silk",Decorative Arts and Design,20.25,16.5,1.625,Textiles,Mary Sampson,American,https://cmoa-collection-images.s3.amazonaws.com/thing/6492/CMA-81-10-31.jpg,1
Bottle,19th century,blown aqua monongahela glass,Decorative Arts and Design,0.0,8.25,0.0,containers,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/0668/CMA-81-10-34.jpg,1
Silhouette (James McKee Riddle),c. 1815,"paper cut out, cloth backing, original gold leaf frame",Decorative Arts and Design,3.5,4.375,0.875,collages,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/3482/CMA-81-10-35.jpg,1
Secretary,c. 1826,"walnut, butternut, tulip poplar, and yellow pine, with inlay of maple and cherry",Decorative Arts and Design,39.0,86.5,2.5,furniture,Henry Shallenberger,American,https://cmoa-collection-images.s3.amazonaws.com/thing/96966/1021516.jpg,1
Tall case clock,c. 1801,"inlaid walnut, poplar, secondary wood, painted iron dial",Decorative Arts and Design,19.5,95.0,10.5,Wood,Thomas Hutchinson,American,https://cmoa-collection-images.s3.amazonaws.com/thing/8266/CMA-81-10-41_1.jpg,1
"Plate, ""Picturesque Views, Pittsburgh, PA""",1829-1836,transfer-printed earthenware,Decorative Arts and Design,0.0,1.125,0.0,Ceramics,James Clews|Ralph Clews,English|English,https://cmoa-collection-images.s3.amazonaws.com/thing/2621/CMA-81-10-42.jpg,1
Tumbler (Souvenir of Pittsburgh),19th-20th century,porcelain,Decorative Arts and Design,0.0,3.812,0.0,Ceramics,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/1509/CMA-81-10-43.jpg,1
Flask,1824-1832,glass,Decorative Arts and Design,4.25,6.875,1.75,containers,"Bakewell, Page and Bakewell",American,https://cmoa-collection-images.s3.amazonaws.com/thing/0057/CMA-81-10-44.jpg,1
Jar,19th century,glazed stoneware,Decorative Arts and Design,0.0,9.875,0.0,Ceramics,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/3483/CMA-81-10-45.jpg,1
Mug,19th century,glazed earthenware,Decorative Arts and Design,3.75,2.875,2.875,Ceramics,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/1510/CMA-81-10-46.jpg,1
Sampler,3/1/1832,cotton thread on linen ground,Decorative Arts and Design,17.25,16.875,1.5,Textiles,Elizabeth Miller,American,https://cmoa-collection-images.s3.amazonaws.com/thing/2565/CMA-81-10-47.jpg,1
Forest Interior,1882,ink on paper,Fine Arts,14.25,19.25,0.0,drawings and watercolors,Worthington Whittredge,American,https://cmoa-collection-images.s3.amazonaws.com/thing/84835/1021534.jpg,1
Untitled,1981,"tempera, gold leaf and oil on Masonite",Contemporary Art,11.75,10.625,1.125,paintings,Juan González,Cuban,https://cmoa-collection-images.s3.amazonaws.com/thing/150159/81.106.jpg,1
Andrew Carnegie,1981,acrylic and silkscreen on canvas,Contemporary Art,79.0,98.0,0.0,paintings,Andy Warhol,American,https://cmoa-collection-images.s3.amazonaws.com/thing/21372/1021542.jpg,1
Ilya Bolotowsky,1980,gelatin silver print,Photography,15.375,19.5,0.0,photographs,Arthur Mones,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12862/1021545.jpg,1
Willem De Kooning,1980,gelatin silver print,Photography,13.5,10.438,0.0,photographs,Arthur Mones,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12854/1021546.jpg,1
Lee Krasner,1980,gelatin silver print,Photography,13.5,10.375,0.0,photographs,Arthur Mones,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12853/1021547.jpg,1
Clement Greenburg,1980,gelatin silver print,Photography,13.5,10.563,0.0,photographs,Arthur Mones,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12851/1021548.jpg,1
Pie plate (Oak Leaf),c. 1820,Redware,Decorative Arts and Design,0.0,1.562,0.0,Ceramics,unknown American,American,https://cmoa-collection-images.s3.amazonaws.com/thing/3484/CMA-81-10-9.jpg,1
The Victor,c. 1880,oil on canvas,Fine Arts,40.375,52.0,5.0,paintings,Gottardo Valentine,Italian,https://cmoa-collection-images.s3.amazonaws.com/thing/152196/81.110.2.jpg,1
Romare Beardon,1980,gelatin silver print,Photography,15.5,19.5,0.0,photographs,Arthur Mones,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12860/1021553.jpg,1
David Hare,1980,gelatin silver print,Photography,10.438,13.438,0.0,photographs,Arthur Mones,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12855/1021554.jpg,1
Philip Pearlstein,1979,gelatin silver print,Photography,10.5,13.5,0.0,photographs,Arthur Mones,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12857/1021555.jpg,1
Robert Motherwell,1981,gelatin silver print,Photography,10.5,13.5,0.0,photographs,Arthur Mones,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12852/1021556.jpg,1
Mundane Existence Series III,1981,drawing with collage and photograph,Contemporary Art,28.25,40.5,0.75,drawings and watercolors,Teresa Dalla Piccola Wood,American,https://cmoa-collection-images.s3.amazonaws.com/thing/114803/1021557.jpg,1
Module III,1980,color lithograph/serigraph,Contemporary Art,36.25,28.25,0.75,prints,Paula Bogue-Overbay,American,https://cmoa-collection-images.s3.amazonaws.com/thing/114804/1021558.jpg,1
"Summerstorm, Northern New Mexico",,gelatin silver print,Photography,16.75,13.0,0.0,photographs,Joseph B. Englander,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12858/1021559.jpg,1
Willie Stargell,,serigraph on paper,Contemporary Art,34.563,46.625,1.25,prints,LeRoy Neiman,American,https://cmoa-collection-images.s3.amazonaws.com/thing/115681/1021560.jpg,1
Mrs. Janet Bolt Lamb,c.1785-1795,oil on canvas,Fine Arts,25.125,30.062,3.0,paintings,Sir Henry Raeburn,British,https://cmoa-collection-images.s3.amazonaws.com/thing/120543/1021572.jpg,1
Ruben Nakien,1980,gelatin silver print,Photography,19.5,15.438,0.0,photographs,Arthur Mones,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12861/1021573.jpg,1
Nora Speyer,1980,gelatin silver print,Photography,10.438,13.438,0.0,photographs,Arthur Mones,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12856/1021574.jpg,1
Isabel Bishop,1979,gelatin silver print,Photography,19.5,15.438,0.0,photographs,Arthur Mones,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12859/1021575.jpg,1
Stanley Kunitz,1980,gelatin silver print,Photography,10.563,13.5,0.0,photographs,Arthur Mones,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12850/1021576.jpg,1
Untitled,c. 1968-1970,oil on canvas,Contemporary Art,60.0,72.375,1.25,paintings,Jochen Seidel,American,https://cmoa-collection-images.s3.amazonaws.com/thing/206030/1021577.jpg,1
Les Coureurs,1958,pencil,Contemporary Art,22.0,28.0,0.0,drawings and watercolors,Dado,Montenegrin,https://cmoa-collection-images.s3.amazonaws.com/thing/110994/1021578.jpg,1
"Beverly Hills, California",1978,gelatin silver print,Photography,13.938,11.0,0.0,photographs,Garry Winogrand,American,https://cmoa-collection-images.s3.amazonaws.com/thing/96958/1021581_cropped.jpg,1
"Beverly HIlls, California",1978,gelatin silver print,Photography,13.875,11.0,0.0,photographs,Garry Winogrand,American,https://cmoa-collection-images.s3.amazonaws.com/thing/103525/1021582_cropped.jpg,1
"Hutchinson, Kansas",1976,gelatin silver print,Photography,14.0,11.0,0.0,photographs,Garry Winogrand,American,https://cmoa-collection-images.s3.amazonaws.com/thing/103524/1021583_cropped.jpg,1
"Venice, California",1979,gelatin silver print,Photography,14.0,11.0,0.0,photographs,Garry Winogrand,American,https://cmoa-collection-images.s3.amazonaws.com/thing/103523/1021584_cropped.jpg,1
"Houston, Texas",1977,gelatin silver print,Photography,14.0,11.0,0.0,photographs,Garry Winogrand,American,https://cmoa-collection-images.s3.amazonaws.com/thing/103522/1021585_cropped.jpg,1
"Beverly Hills, California",1979,gelatin silver print,Photography,13.875,10.938,0.0,photographs,Garry Winogrand,American,https://cmoa-collection-images.s3.amazonaws.com/thing/103521/1021586_cropped.jpg,1
"New York City, New York",1969,gelatin silver print,Photography,14.0,11.0,0.0,photographs,Garry Winogrand,American,https://cmoa-collection-images.s3.amazonaws.com/thing/82727/1021587.jpg,1
"Beverly Hills, California",1980,gelatin silver print,Photography,14.0,11.0,0.0,photographs,Garry Winogrand,American,https://cmoa-collection-images.s3.amazonaws.com/thing/103520/1021588_cropped.jpg,1
"Venice, California",1979,gelatin silver print,Photography,14.0,11.0,0.0,photographs,Garry Winogrand,American,https://cmoa-collection-images.s3.amazonaws.com/thing/103519/1021589_cropped.jpg,1
"Beverly Hills, California",1979,gelatin silver print,Photography,14.0,11.0,0.0,photographs,Garry Winogrand,American,https://cmoa-collection-images.s3.amazonaws.com/thing/82728/1021590.jpg,1
"Santa Monica, California",1978,gelatin silver print,Photography,14.0,11.0,0.0,photographs,Garry Winogrand,American,https://cmoa-collection-images.s3.amazonaws.com/thing/103518/1021591_cropped.jpg,1
"Beverly Hills, California",1979,gelatin silver print,Photography,14.0,11.0,0.0,photographs,Garry Winogrand,American,https://cmoa-collection-images.s3.amazonaws.com/thing/103517/1021592_cropped.jpg,1
"Beverly Hills, California",1980,gelatin silver print,Photography,14.0,11.0,0.0,photographs,Garry Winogrand,American,https://cmoa-collection-images.s3.amazonaws.com/thing/82726/1021593.jpg,1
"Beverly Hills, California",1980,gelatin silver print,Photography,13.938,11.0,0.0,photographs,Garry Winogrand,American,https://cmoa-collection-images.s3.amazonaws.com/thing/103516/1021594_cropped.jpg,1
"Beverly Hills, California",1980,gelatin silver print,Photography,14.0,11.0,0.0,photographs,Garry Winogrand,American,https://cmoa-collection-images.s3.amazonaws.com/thing/103515/1021595_cropped.jpg,1
Vase,c.1918,layered glass,Decorative Arts and Design,0.0,9.75,0.0,containers,Louis Comfort Tiffany,American,https://cmoa-collection-images.s3.amazonaws.com/thing/2881/CMA-81-123-1.jpg,1
Vase,c. 1780-1800,Stoneware,Decorative Arts and Design,3.5,9.375,2.875,Ceramics,"unknown Chinese, I-hsing",Chinese,https://cmoa-collection-images.s3.amazonaws.com/thing/3485/CMA-81-123-3.jpg,1
Vase,c. 1780-1800,Stoneware,Decorative Arts and Design,3.5,9.375,2.875,Ceramics,"unknown Chinese, I-hsing",Chinese,https://cmoa-collection-images.s3.amazonaws.com/thing/3486/CMA-81-123-4.jpg,1
Center bowl,c. 1880,layered and colored cut glass,Decorative Arts and Design,5.875,4.0,12.688,Glass,"unknown American, PA, Pittsburgh",American,https://cmoa-collection-images.s3.amazonaws.com/thing/2566/CMA-81-123-7.jpg,1
Vase,c. 1900,stoneware with applied decoration,Decorative Arts and Design,0.0,4.25,0.0,Ceramics,"Alexander Robertson|Linna Irelan|A. W. Roblin Pottery, S.F.",American|American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/3488/CMA-81-125-1.jpg,1
Portrait Tankard,1897,Stoneware,Decorative Arts and Design,5.375,4.938,0.0,Ceramics,Grace Young|Rookwood Pottery,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/3489/CMA-81-125-2.jpg,1
Vase,1885,Stoneware,Decorative Arts and Design,0.0,10.375,0.0,Ceramics,Albert R. Valentien|Rookwood Pottery,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/2123/CMA-81-125-3.jpg,1
Vase,1907,vellum glazed stoneware,Decorative Arts and Design,0.0,9.125,0.0,Ceramics,Edward Timothy  Hurley|Rookwood Pottery,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/3490/CMA-81-125-4.jpg,1
Vase,1909,stoneware,Decorative Arts and Design,0.0,7.938,0.0,Ceramics,Sara Elizabeth Coyne|Rookwood Pottery,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/3491/CMA-81-125-5.jpg,1
Sewing Box,c. 1850,"lacquered wood, ivory",Decorative Arts and Design,0.0,0.0,0.0,tools and equipment,unknown Chinese,Chinese,https://cmoa-collection-images.s3.amazonaws.com/thing/3492/CMA-81-127-1.jpg,1
Scarf,19th century,woven wool,Decorative Arts and Design,13.0,78.25,0.0,Textiles,unknown Indian,Indian,https://cmoa-collection-images.s3.amazonaws.com/thing/10096/1021626.jpg,1
The Butterfly Suite: VI,1972,etching,Contemporary Art,39.875,28.5,1.0,prints,Richard Smith,British,https://cmoa-collection-images.s3.amazonaws.com/thing/118897/1021664.jpg,1
Pastoral Landscape,1869,charcoal on green paper,Fine Arts,24.875,19.938,0.75,drawings and watercolors,James D. Smillie,American,https://cmoa-collection-images.s3.amazonaws.com/thing/151569/81.13.1.jpg,1
Grandma's Visitors,1883,oil on canvas,Fine Arts,36.0,24.0,2.125,paintings,De Scott Evans,American,https://cmoa-collection-images.s3.amazonaws.com/thing/9704/CMA-81-13-2_1.jpg,1
Abstraction (No. 3),1936-1937,oil on canvas,Fine Arts,36.0,28.0,2.5,paintings,Ilya Bolotowsky,American,https://cmoa-collection-images.s3.amazonaws.com/thing/10187/CMA-81-14_1.jpg,1
Fennel,1976,graphite on paper,Contemporary Art,30.75,40.75,1.25,drawings and watercolors,Akira Arita,Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/48051/1021708.jpg,1
Das Schiff,1926,woodcut on paper,Fine Arts,12.0,9.25,0.0,prints,Lyonel Feininger,American,https://cmoa-collection-images.s3.amazonaws.com/thing/100359/1021709.jpg,1
Southern Pacific No. 3196,1980,graphite and gouache,Contemporary Art,43.75,31.875,1.25,drawings and watercolors,James Daniel Torlakson,American,https://cmoa-collection-images.s3.amazonaws.com/thing/28823/1021715.jpg,1
Vessel,1981,colored glass coated with chemicals                             t to reveal,Decorative Arts and Design,0.0,13.125,0.0,Glass,Jon Kuhn,American,https://cmoa-collection-images.s3.amazonaws.com/thing/0667/CMA-81-17-2.jpg,1
Emergence Sculpture,1980,"colorless glass, multiple overlay technique; colored inclusions",Decorative Arts and Design,4.0,7.062,2.375,Glass,Dominick Labino,American,https://cmoa-collection-images.s3.amazonaws.com/thing/0666/CMA-81-17-3.jpg,1
Tubated Vertical Riser,1979,"sheet glass, blown, laminated, cut and assembled",Decorative Arts and Design,3.25,5.25,3.0,Glass,Thomas Patti,American,https://cmoa-collection-images.s3.amazonaws.com/thing/0665/CMA-81-17-4.jpg,1
The Pink Man's Prayer,1965,watercolor on paper,Contemporary Art,32.312,24.25,0.0,drawings and watercolors,Alan Davie,British,https://cmoa-collection-images.s3.amazonaws.com/thing/149687/81.18.jpg,1
Untitled,no date,pastel on paper,Fine Arts,13.875,10.5,0.0,drawings and watercolors,E. F. Boyd,American,https://cmoa-collection-images.s3.amazonaws.com/thing/103512/1021721_cropped_detail.jpg,1
Untitled,c.1930-1945,pastel on paper,Fine Arts,22.0,16.0,0.0,drawings and watercolors,E. F. Boyd,American,https://cmoa-collection-images.s3.amazonaws.com/thing/115079/1021722.jpg,1
Head IV,1980,ceramic,Contemporary Art,12.0,22.5,8.875,sculpture,Edward S. Eberle,American,https://cmoa-collection-images.s3.amazonaws.com/thing/126946/1021723_0221.jpg,1
